用户名,时间,内容,点赞量,sentiment,sentiment_class
仲澥的双子星琴生翔宇,2021/5/21 17:08,这是前几年远大的家的拍摄，我看过这个直播,0,0.642688836,较为积极
成心等待你,2021/5/21 17:08,如有需要我们第一时间到。,0,0.563943789,中立
枫-昊天,2021/5/21 17:03,刻在DNA上的友谊,0,0.947641852,非常积极
这是一只懒猫猫,2021/5/21 17:00,,0,,非常消极
决鬥者的生命,2021/5/21 16:50,真正友谊,0,0.918918919,非常积极
NINNY-NI,2021/5/21 16:35,沾了国家的光,0,0.226320906,较为消极
绝对平衡之力,2021/5/21 16:25,友谊地久天长,0,0.953630563,非常积极
火残冰殇,2021/5/21 16:23,挺想去巴基斯坦玩的,0,0.949673142,非常积极
-记住了吗-,2021/5/21 16:20,几秒钟，十一了,0,0.197132983,非常消极
小得而盈满,2021/5/21 16:19,中巴友谊万古长青,0,0.964983965,非常积极
捂耳听风嘤,2021/5/21 16:18,第五,0,0.28,较为消极
五毒的毒铋,2021/5/21 16:17,巴铁,0,0.882977551,非常积极
那云涛,2024/4/26 17:31,中国和巴基斯坦友谊长存希望有发展前途无量,0,0.99787793,非常积极
赛博基尼,2024/1/9 1:32,看起来自然的是中国人，尖嘴猴腮的是日本人，长相千篇一律的是韩国人。,0,0.9961182,非常积极
kissaca_0125,2023/1/17 17:36,中巴友谊万岁,0,0.964983965,非常积极
花宫初奈保护协会,2022/11/6 15:29,这小哥长得好方正,0,0.700132099,较为积极
账号已注销,2022/10/31 15:05,卧槽这记者叫什么，好帅,0,0.899152225,非常积极
时间旅行中,2022/9/29 19:45,从小看到大的（远方的家）竟然还在，这个节目,0,0.477196302,中立
亚索拉卡萨丁真逊,2022/9/9 17:59,巴基斯坦人是这样形容和我们的关系，比喜马拉雅山更高，比蜜更甜，比海更深。,0,0.997873612,非常积极
888执念,2022/9/2 15:22,被感动到了，希望中巴友谊长存。巴铁兄弟有机会也要来中国旅游，善良的中国人们欢迎你们。,0,0.999996441,非常积极
透明的血,2022/8/31 9:35,那如果我在巴基斯坦说方言呢,0,0.624226169,较为积极
二胡是本命,2022/7/20 3:52,如果嫁到巴基斯坦会被宠上天吗,0,0.998425995,非常积极
谦谦君心,2022/7/22 18:41,不会,0,0.395702747,较为消极
过嚟睇睇下姐,2022/7/17 16:13,但我没上面这个帅气,0,0.879511082,非常积极
一拳十个嘤嘤怪__,2022/7/11 14:21,大学时跟同学去斯里兰卡玩，碰到两个巴基斯坦人一直抓着我们合影😂😂😂,0,0.859375777,非常积极
水薄蒸雾,2022/5/19 21:08,等着疫情好了我一定要去巴基斯坦,0,0.854305874,非常积极
月念方,2022/5/19 13:00,然后他们把合照拿回去炫耀,0,0.142402397,非常消极
964885128,2022/5/4 14:08,我觉得还是他比较帅的原因,0,0.907954171,非常积极
Brantkangkang,2022/4/19 3:02,你这么帅我也想合影,0,0.772043461,较为积极
酱汁菜,2022/4/8 18:04,,0,,非常消极
账号已注销,2022/4/3 0:59,可以免单，但是钱要付的呀,0,0.032615172,非常消极
请问怎么白嫖,2022/3/25 4:56,我要是去巴基斯坦说贵阳话  会不会被当做八嘎,0,0.323346599,较为消极
鲲莉,2022/3/23 19:39,这个红衣服的挺帅呀,0,0.571005662,中立
爱看电影的猫咪巧克力,2022/3/18 22:45,小哥好帅,0,0.473767218,中立
LV慕容亦辰,2022/3/1 14:10,去哪里旅行拍照,0,0.723760641,较为积极
官方认证L哦,2022/2/26 21:20,巴铁,0,0.882977551,非常积极
污璃要努力,2022/2/26 13:34,中巴友谊长存！希望去巴基斯坦玩的国人文明友好，咱们去消费他们可能会给我们免单，但亲兄弟明算账，咱们照给不误，这样友谊会更深厚,0,0.999869781,非常积极
嘀嗒嘀嗒嘀嗒拼车,2022/2/25 13:24,看的我热泪盈眶，作为中国人真是太自豪了,0,0.962958928,非常积极
Sunoo_osf,2022/2/14 21:22,中巴友谊长存☀️,0,0.961256483,非常积极
BVout,2022/2/14 17:50,如果看韩国生气到想抄家伙，来看看巴基斯坦吧，对比度就出来了,0,0.339233062,较为消极
来个好名吧,2022/2/13 15:08,深受感动,0,0.993405188,非常积极
晚点送它走,2022/2/13 13:06,来中国 大家也要好好的欢迎巴铁,0,0.957143987,非常积极
双击侠,2022/2/12 8:09,中巴友谊长存。,0,0.964983965,非常积极
马至良,2022/1/30 14:58,虽然我知道央视不差钱，但白来的硬币为什么不投呢？,0,0.00868783,非常消极
翩若峳绪川千世,2020/8/26 23:18,铁不铁再说，解放军的大炮倒是很铁,64178,0.837786059,非常积极
暹罗罗罗罗罗罗,2020/8/26 23:20,好家伙，大炮铁不铁我不知道，导弹是真的铁,3229,0.527011003,中立
为什么名字只有八个字,2020/8/27 0:06,回复 @我就是在教你做事 :26号刚刚射了俩导弹,7,0.697504626,较为积极
阿狄安娜,2020/8/26 23:19,巴铁之所以是巴铁，是60年代后国际政治和国家战略上双方的客观需求。只要巴基斯坦与印度保持对立状态，而中印之间保持这种战略互信难以建立的背景下，巴铁的基本盘就不会改变。中巴关系可能会有曲折，但基本盘是不会变的。,20364,0.999999997,非常积极
阿狄安娜,2020/8/26 23:35,巴基斯坦各个政党也许会有各种各样不同的态度，甚至有些将对华关系作为国内政治斗争的筹码而伤害中巴关系。但是只要巴基斯坦这个国家整体聚合的重要因素——印度还存在，那么巴基斯坦就不会与中国形成根本性的外交分歧。这与政府存续有关，与政府先进与否没有关系。应该意识到巴基斯坦这个国家所客观存在的问题，经济投资上现在来看巴基斯坦绝不是一个理想的目标。但中巴的战略互信并不建立在经济相互嵌套上，而是长期国家战略的需求。从而推动经济合作与政治改革。我们应该认识到现阶段中巴关系对我们是有利的，维护中巴关系是我们在南亚这一次要战略目标的主要战略方向之一。将巴基斯坦视为伊斯兰极端主义的滥觞是不合适的，在研究国际关系的时候应该注意这一点。,2818,1,非常积极
立华社长美如画,2020/8/26 23:50,中巴利益一致，所以中巴很铁,317,0.967309139,非常积极
jwbdyrbwowbeo,2020/8/26 23:50,回复 @阿狄安娜 :巴基斯坦也是有公知的,135,0.869673527,非常积极
王化天下,2020/8/26 23:55,中印不可能有战略互信的，三哥迷之自信，加上体量确实在那儿，看不看得起我们都难说,580,0.997273278,非常积极
韵律木木,2020/8/26 23:59,中国目前布局就是能源，减少马六甲海峡的依赖，目前中巴这边正在建设，中缅铁路也是，保障能源，还有北冰洋航线近年正在解冻，也可能成为能源通道,286,0.006516469,非常消极
光恒eternal,2020/8/27 0:03,"的确，有共同的敌人、有共同的利益、能够达成共识，这就是中巴关系铁的本质原因。
印巴矛盾极难调和，中印关系也难以改善，中巴又没有直接的根本性利益冲突、两国合作还能共同发展。中巴可能不是永远的朋友，但未来很长一段时期内应该还是朋友。",268,0.999993178,非常积极
斯波波比奇,2020/8/27 0:13,回复 @韵律木木 :前两个能理解 北冰洋是运什么物资的,6,0.942248912,非常积极
我是秋天,2020/8/27 0:39,回复 @韵律木木 :感觉最多算多个选择，减少依赖都做不到吧。虽然那里可以不经过马六甲，但是从那个位置到了中国，又如何在经济效益考量下，运输到制造业发到地区。无论是管道还是火车汽车，入境后都有且只有火车转运到东中部，这运输量对中国整个体量下，基本上只能算是战略需求，但是很难做到减少马六的依赖,68,0.996235622,非常积极
最近特别穷,2020/8/27 0:53,回复 @斯波波比奇 :北冰洋航道的解冻  我们中国到北欧的航程就会大大缩短,28,0.183271718,非常消极
Violet-Eg,2020/8/27 1:18,回复 @立华社长美如画 :可能吧，不过我知道咱们自己家的核弹老铁了,6,0.902912112,非常积极
池早香丶,2020/8/26 23:51,"给大家科普一下马尔萨斯陷阱：在工业革命之后，大约经过了100多年的时间，西方人口生产上的“两高一低（高出生率、高死亡率、低增长率）”就逐步被“三低（低出生率、低死亡率、低增长率）”趋势所取代。
许多经济学家认为高死亡率的各种因素，是人口在生产与农业时代生存资料实现匹配的关键过程，马尔萨斯说战争、饥荒和瘟疫都是促使人口下降到与生存资料生产水平相适应的道路，人口数量要在某种方式和程度上与农业发展成比例的观点是一个内含的逻辑。马尔萨斯提出两个级数的理论：人口增长是按照几何级数增长的，而生存资料按照算术级数增长，这一理论被称作“马尔萨斯陷阱”。",13953,1,非常积极
怠惰的老o,2020/8/27 0:05,是马大胡子在书里经常提到的那个马尔萨斯吗,39,0.955085706,非常积极
上岸Nya,2020/8/27 2:11,大概意思是粮食产量赶不上人口增长速度，天灾会削减人口适应粮食产出。,165,0.900704452,非常积极
Grox137,2020/8/29 12:56,回复 @大争不争 :但事实是自上世纪六十年代以来，全球粮食产量增速始终高于人口增长，过去几十年人口翻了1.5倍，而粮食产量翻了三倍，致使第三世界饥荒的原因显然是新自由市场的国际粮企而非不节育,7,0.992095297,非常积极
憨厚朴实的老司机,2020/8/26 23:18,巴铁铁不铁，得看咱们硬不硬,10519,0.396498499,较为消极
山顶洞人与夜航船,2020/8/27 1:12,道理我都懂，但我还是觉得你不对劲,1018,0.427962169,中立
LiebeTulpen,2020/8/27 5:47,回复 @蚊子满屋飞 :黄色眼镜摘了吧,412,0.011586942,非常消极
风之旅者-,2020/8/26 23:17,至少就目前这个破环境下，还是铁的,17078,0.400735812,中立
火织雲,2020/8/26 23:27,国际政治关系稳定的时候，咱们网上就喊铁呗，什么时候关系有问题了再谈称呼，可以心里防一手，但还是不要说出来吧。,2481,0.979069673,非常积极
菠萝赛罗,2020/8/26 23:32,印度和巴基斯坦二选一，美国肯定选印度,198,0.998990215,非常积极
风之旅者-,2020/8/26 23:34,回复 @菠萝赛罗 :就目前中印关系，美国闭着眼睛都知道要选印度,160,0.998677818,非常积极
少凡浪浪,2020/8/27 0:31,评论有些个人真是离谱，跟巴基斯坦谈利益，跟美国谈感情，本末倒置有一手。,14343,0.856577768,非常积极
凡尘一俗人,2020/8/27 2:15,那些人天生就膝盖软 屁股歪 没办法和那些香蕉人 舔狗讲道理的,324,0.042675581,非常消极
くろ李舜生,2020/8/27 4:40,谈利益是正常的，但天天把利益挂在嘴边实属脑瘫，有哪个看到外交官和巴基斯坦实施作战计划时会强调中国获利多还是巴基斯坦多，大家成年人心知肚明就好，真要有哪一天巴基斯坦反水这群家伙一定第一时间跳出来大骂不讲义气,1952,0.999824841,非常积极
泳良诚艺,2020/8/27 10:04,回复 @雨师赤松子 :对换到现实生活，这话让我想起有些亲戚朋友，就是你说的这种NC，熟人要算清楚是正常的，但就是有些人特别NC，算透底过头了，天天跟人谈交易谈利益，一见面就问有啥好处，属实恶心，情商负数。,52,0.13553031,非常消极
菜田莱茵,2020/8/26 23:18,这是被沈大佬逼出来的吗？果然恐惧才是人类的第一生产力,7221,0.99893307,非常积极
LivZZZY,2020/8/26 23:29,兄弟，一周两更啊，周三和周六,86,0.250231442,较为消极
莉莉丝是好文明,2020/8/26 23:35,内卷的笑死我了,223,0.465167892,中立
一念平生O_o,2020/8/26 23:54,卷,9,0.470588235,中立
混吃等死的无颜,2020/8/27 0:58,后排提醒：保持独立思考，不要听啥是啥,2534,0.956307286,非常积极
无云w,2020/8/27 10:05,娱乐为主,41,0.603773585,较为积极
麥樂雞_office,2020/8/27 10:46,u1s1，越看现在越罗马感觉。罗马刚刚建立，学习希腊，学了一圈希腊然后发现，不学也罢，下面发现精英阶层不学希腊的开始起哄，然后希腊鼎盛了一段时间就开始内乱烽烟四起,159,0.999999818,非常积极
古德爱迪尔,2020/8/27 16:52,回复 @片山口口口 :这希腊不学也罢，随后让罗马军团把希腊和仿希腊城邦打得落花流水,9,0.998370592,非常积极
不蒸馍也不扶,2020/8/26 23:45,"我发现每次这种话题下就会有很多奇怪的言论
提到跟中国关系微妙的，比如美国，就是友好、先进、无条件学习；提到跟中国关系友好的，比如毛子巴基斯坦，就是讲利益、讲中苏交恶、讲冲突
好家伙，伟大领袖说政治要把敌人搞的少少的把朋友搞的多多的，这上来就无脑倒贴敌人然后把朋友往外赶，咋个想的？
我寻思下次碰到再bb中苏交恶、巴铁其实不铁的，我就把朝战、81192、大使馆被炸、tw问题、南海问题、日本问题挨个糊他脸，希望这些草蛋的史实能让这群不知道是蠢还是坏的家伙闭嘴",9057,1,非常积极
传说中的C哥,2020/8/27 0:30,有的人就是搞不清楚主要矛盾和次要矛盾，非得吹毛求疵,884,0.334722627,较为消极
死亡天使蒂法,2020/8/27 0:52,美日每年几百亿的公关费花哪儿了，相当一部分就花这儿了,629,0.487466373,中立
不蒸馍也不扶,2020/8/27 1:03,回复 @死亡天使蒂法 :要命的是这种鬼话还总有市场，我寻思美分最猖獗的时候我也不觉得中苏曾经交恶是我们现在放弃毛子这个盟友的理由啊，就离谱,575,0.969997906,非常积极
你来比奇堡我等你,2020/8/26 23:18,巴基斯坦亲兄弟？你想太多了。不过呢，也没有那么差，朋友比较准确。,5900,0.525799821,中立
燕云沧浪客,2020/8/26 23:32,其实中国和白俄罗斯、塞尔维亚这种反而比巴基斯坦更好,317,0.963322458,非常积极
睡眠不足的帕哈,2020/8/26 23:32,中巴关系铁最好，不铁的话…我觉得咱东风也挺铁的,477,0.951713785,非常积极
DDkingT,2020/8/27 2:30,回复 @幻泷笙歌 :回复 @幻泷笙歌 :我说的话有点冲 但只是阐述事情并不带有敌意   中巴利益相关这种东西  我初中毕业那年 喜欢在一起瞎扯蛋的同学们就都知道了  过了8年还是这套东西没有变  利益相关这种词  大家都知道  也都心照不宣  不需要去提醒别人  最近塞尔维亚还算友好   但白俄一个苏联解体时期 分裂出的一个畸形政体   你可以说它亲俄但他绝不亲中  本身位置特殊  对俄的态度都很微妙   白俄凭什么亲中  不能张口就来啊   中巴的紧密程度如何 我不知道  但不能随便来个国家都可以碰瓷中巴关系了。中巴友好这套东西   可能宣传的时间是太长了  大家有疲劳感新鲜感也消失了 需要从别的角度来看待这段关系   但不是啥国家都能碰瓷巴基斯坦的  不管在国际上还是在舆论场上   巴基斯坦算够可以的了   单在舆论场 不管多大的火药桶 大部分巴基斯坦人都在帮中国   这个帮助与当地宣传有关系   但更体现出的是民间态度   塞尔维亚做不到  白俄罗斯就更别说了   可以说塞尔维亚与中国友好  但更多在于官方而民间偏少  白俄罗斯那就扯了。就因为最近这段时间  白俄与塞尔维亚 才出镜了几次啊   塞尔维亚感谢我们后还遭到了反对派攻击   白俄罗斯则是因为内乱而且跟咱们有一点关系吗？   这都能超越中巴了？,36,1,非常积极
冬雪春与小晶理,2020/8/26 23:45,"怎么说呢？官方层面上确实靠的很密切，王骁视频里面说中国的核工业出口对巴基斯坦占到18%，我对此是深有体会，因为家庭原因长辈经常去巴基斯坦，给的规格和礼遇之高确实让人盛情难却
但是中巴逐渐走进其实是在1962年中印边界冲突之后，一波三折。整体上而言，巴基斯坦对中国人的感情还是较为融洽的。但是卑路支的问题真的很难以解决。",32338,0.999999898,非常积极
